Date,Close,High,Low,Open,Volume
2021-01-04,207.56536865234375,212.6284013521997,204.81931110024084,212.1802596114298,37130100
2021-01-05,207.76559448242188,208.35676854372653,205.66791808676217,207.15536108460975,23823000
2021-01-06,202.3783721923828,206.42117742109096,202.0827924454249,202.3020912013757,35930700
2021-01-07,208.1374969482422,209.1386651817966,203.7705219584249,204.08516111409094,27694500
2021-01-08,209.40562438964844,210.32098186986488,206.93608695061204,208.50934079732144,22956200
2021-01-11,207.37469482421875,208.72864985432813,206.65003259041848,208.30911162404655,23031300
2021-01-12,204.9337615966797,207.00284934438994,203.39865544372427,206.4307490700466,23249300
2021-01-13,206.27813720703125,206.67860148264808,203.98022154419837,204.06604674898907,20087100
2021-01-14,203.11253356933594,207.34603336672868,202.84555741536607,205.86812030425375,29480800
2021-01-15,202.759765625,204.53325868233262,202.16860612225966,203.58931232139068,31746500
2021-01-19,206.37350463867188,206.88838315319578,202.74070783603537,203.808612636003,30480900
2021-01-20,213.9060821533203,215.28864064220252,207.1839703739338,207.57490501983722,37777300
2021-01-21,214.5067901611328,215.77493445654972,212.07538612252483,214.24934361492166,30709400
2021-01-22,215.44119262695312,219.3695836914555,215.29817486027105,216.51864163299658,30172700
2021-01-25,218.85470581054688,219.09307847095562,213.79167283132318,218.46377115568953,33152100
2021-01-26,221.5245361328125,223.28848551730056,219.37918166989093,221.0763942588507,49169600
2021-01-27,222.06796264648438,229.2572901681162,219.43633373660575,226.93077069531466,69870600
2021-01-28,227.8175506591797,231.35500794119304,224.15614946613,224.65196875762058,49111200
2021-01-29,221.17169189453125,226.949842757254,220.59006203100665,225.014257951401,42503100
2021-02-01,228.50405883789062,231.22151337138575,221.61985426554327,224.12753966421562,33314200
2021-02-02,228.37054443359375,231.040321211228,227.5886896521305,230.0773008751623,25916300
2021-02-03,231.69821166992188,233.691003496613,228.13215165180748,228.42774595379248,27158100
2021-02-04,230.75428771972656,231.9270918000538,229.19056349507096,231.37406542742858,25296100
2021-02-05,230.93540954589844,231.9651810913466,229.23819752167216,230.96401309862384,18054800
2021-02-08,231.19285583496094,232.3465712580115,229.61005802324223,231.84122242822716,22211900
2021-02-09,232.43240356445312,233.37634993048727,230.1535616523339,230.62076272671874,23565000
2021-02-10,231.52659606933594,234.48240822021572,229.68635163313002,233.6051986080707,22186700
2021-02-11,233.11895751953125,233.74825035400383,230.88777811855226,233.39546343401466,15751100
2021-02-12,233.59571838378906,233.89129820652983,231.44081984540654,232.58500590564486,16561100
2021-02-16,232.36569213867188,234.68268221946707,231.6219705199263,233.63383657810064,26728500
2021-02-17,233.37869262695312,233.4838187487911,230.2631591892616,230.62632480699676,21653500
2021-02-18,232.9868621826172,233.12065774190984,230.1867070550558,231.0850549171446,16925600
2021-02-19,230.29185485839844,233.05378919300554,229.5368541021117,232.94866305919183,25262600
2021-02-22,224.11805725097656,227.38650364294293,222.1015579602541,226.89910873117762,36446900
2021-02-23,222.9330291748047,224.4238980172316,218.59420361274584,220.12330808748274,30228700
2021-02-24,224.1563262939453,224.77751683776836,218.85226200566777,219.81750035690945,26339700
2021-02-25,218.8426971435547,224.1945337785198,217.78188435010034,221.79576547197954,39542200
2021-02-26,222.08248901367188,224.93998302961114,219.36832759287157,221.2701494526982,37819200
2021-03-01,226.4403839111328,226.94689663933326,222.81832355367666,225.44646168712504,25324000
2021-03-02,223.50643920898438,226.78445210469692,223.10505255325617,226.50729480119938,22812500
2021-03-03,217.47605895996094,223.22929686707522,217.18935003891934,221.87222352894128,34029500
2021-03-04,216.682861328125,222.18762655907133,214.32231379550353,216.69242752888238,44727800
2021-03-05,221.3370361328125,222.9330311039714,216.42480728718476,219.34920613150112,41872800
2021-03-08,217.3135986328125,223.0286010289096,217.06512533998108,221.11722762448446,35267400
